Comment,Score,Wing,Sentiment
"Years ago Jordan made a video where he mentioned he received A lot of correspondence from people in the Orthodox church. He said something like, __he Orthodox seem to like me._ I started looking into the Orthodox church and today I am a member. I feel I have found my spiritual home, and a church that is a true rock in these turbulent times.",0.98044503,C,positive
Deep worship and seeking the face of Jesus is a powerful way to experience God. So happy for you!,0.84520608,C,positive
Wasted most of my life in the Protestant quagmire.  Finding a home in the Orthodox Church is the best decision I ever made.,0.62769538,C,neutrally positive
I so appreciate your determination to focus on prayer and the Bible. _Meditation on scripture is such a powerful practice to draw us near to our Creator.,0.86820698,C,positive
"Interviewed him once, he was truly charismatic and charming.  Noticing a used ashtray upon the table, I inquired as to whether I might smoke.  He responded, ""Oh, I'd be practically offended if you didn't, dear...""  We ended up having a marvelous conversation while drinking coffee and brandies (at his suggestion...)   When his assistant/PA arrived to inform me my allotted time was up,  Stephen Fry asked if there were anymore interviews set up following mine?  When it became apparent that there were not,  Stephen said, "" Well, perhaps we might talk some more, I don't think I'm very busy until a little later this evening... Always supposing YOU (meaning me...) don't have anything more pressing to do of course?""  (I didn't!!!)  He utterly charmed me and I got the real impression that he enjoyed our interaction.  (That isn't always how it works...)    xx SF",0.96875727,C,positive
"Stephen, despite his high intellect, is just the most eloquent and graceful man who condescends none and empowers every person not only in that room but everyone watching or listening to this video",0.96952224,C,positive
"The comment from the audience member thanking Stephen for being a huge benefit and role model, I'm sure is not in a minority of one. SF has given pleasure and inspiration to countless people over the years and I think whenever we see him, we imagine him as our friend _ even if we have never met him. If one's goal in life is to leave the world in a slightly better state than when we were brought into it, there is no one better to emulate than Stephen Fry.",0.88468754,C,positive
"In this mad mad world at this time, listening to this warm and intelligent man, who is world's away from my world, it gives me hope for mankind.",0.9899888,C,positive
A lovely man with a flourishing mind. I could listen to his stories all day.,0.75209564,C,neutrally positive
This is wonderful! Thank you for making it available.,0.967125,C,positive
"I have never felt a drive to meet any of my heroes or idols, be they musical artists, writers or anything else, but what i wouldn't give to spend an evening sitting down in a couple of comfortable chairs and discussing literally anything with Stephen Fry. In my mind he's one of the few treasures we still have around today.",0.85966277,C,positive
"I found that final part about Oscar Wilde's rise through history to be incredibly moving. Thank you, Mr. Fry.",0.90624112,C,positive
"This man would be a national treasure, despite what he considers the luck of meeting future acting colleagues. His genius would have shone through regardless and his gracefulness would inspire us, as it does today.",0.92347962,C,positive
"What a pleasure this was, from start to finish.  I could listen to this man all day.",0.91809136,C,positive
I could listen to Stephen Fry recite a shopping list and remain mesmerised.,0.53236735,C,neutral
"the most wonderful orator I have ever heard, this man personifies what is is to be human, his understanding and usage of language is a joy to behold. The universe is blessed by him.",0.95618892,C,positive
"I'm not English, never even been to England. But I love what and how Steven tells his stories.",0.96808594,C,positive
